,quote_id,author_clean,author_alt_name,author_raw,quote,quote_words,race,gender,gender_source,race_source,google_hits,log10_hits,to_sample
7205,jstet_30040,Aaron Lauritsen,,Aaron Lauritsen,The high road of grace will get you somewhere a whole lot faster then the freeway of spite.,18,white,male,llm,llm,17500.0,4.243038048686294,9
7206,jstet_30044,Aaron Lauritsen,,Aaron Lauritsen,The highway of grace will get you somewhere a whole lot faster then the freeway of spite.,17,white,male,llm,llm,17500.0,4.243038048686294,9
7202,jstet_30037,Aaron Lauritsen,,Aaron Lauritsen,"Life's trials will test you, and shape you, but don’t let them change who you are.”~ Aaron Lauritsen, ‘100 Days Drive",23,white,male,llm,llm,17500.0,4.243038048686294,9
7199,jstet_25526,Aaron Lauritsen,,Aaron Lauritsen,The struggles we endure today will be the ‘good old days’ we laugh about tomorrow.,15,white,male,llm,llm,17500.0,4.243038048686294,9
2464,jstet_341607,Aaron McGruder,,Aaron McGruder,I think you should know that real-life white people are not all as funny as the ones on 'Seinfeld'.,20,black,male,wikidata,wikidata,90400.0,4.956168430475364,2
2463,jstet_295464,Aaron McGruder,,Aaron McGruder,"When I pass, speak freely of my shortcomings and my flaws. Learn from them, for I'll have no ego to injure.",22,black,male,wikidata,wikidata,90400.0,4.956168430475364,2
2471,jstet_492383,Aaron Neville,,Aaron Neville,I write poetry on my iPhone. I've got about 100 poems on there.,14,black,male,wikidata,llm,495000.0,5.694605198933568,8
2467,jstet_459933,Aaron Neville,,Aaron Neville,I buried Joel on our 48th anniversary. I had been with her since I was 16.,16,black,male,wikidata,llm,495000.0,5.694605198933568,8
2466,jstet_456140,Aaron Neville,,Aaron Neville,"I was raised Catholic, but my father's people were Methodist, so we went to both churches.",17,black,male,wikidata,llm,495000.0,5.694605198933568,8
2472,jstet_495743,Aaron Neville,,Aaron Neville,"My drummer, bass player, and guitar player sing backgrounds. They play and sing. I can sing all the harmonies, but I can't do it alone.",26,black,male,wikidata,llm,495000.0,5.694605198933568,8
2468,jstet_460617,Aaron Neville,,Aaron Neville,"I'll be singing with The Blind Boys of Alabama, which is a great joy to me. I've done some work with them before, and they truly are amazing.",30,black,male,wikidata,llm,495000.0,5.694605198933568,8
2465,jstet_450092,Aaron Neville,,Aaron Neville,Every morning I wake up and thank God.,8,black,male,wikidata,llm,495000.0,5.694605198933568,8
2470,jstet_492382,Aaron Neville,,Aaron Neville,So now I have a collection of poetry by Aaron Neville and I give it to people I want to share it with. I'd like to publish it someday.,30,black,male,wikidata,llm,495000.0,5.694605198933568,8
2469,jstet_462961,Aaron Neville,,Aaron Neville,"It's up to God to do the judging. You haven't walked in my boots, so how are you going to judge me?",24,black,male,wikidata,llm,495000.0,5.694605198933568,8
7209,jstet_459939,Aaron Spelling,,Aaron Spelling,"I love my wife, she deserves anything and everything.",9,white,male,wikidata,llm,283000.0,5.451786435524291,1
7210,jstet_478126,Aaron Taylor-Johnson,,Aaron Taylor-Johnson,"I love gardening, and I love cooking. I love things like that. I love creating things.",16,white,male,wikidata,llm,3660000.0,6.563481085394411,1
7211,jstet_305138,Aaron W. Matthews,,Aaron W. Matthews,"I am simply not enough in myself, but in Him I am. This surrender is not weakness, but the only true measure of strength any of us have.",28,white,male,llm,llm,2180.0,3.3384564936046046,1
7212,jstet_344548,Aaron Weiss,,Aaron Weiss,Your flavor in my mind swings back and forth between sweeter than any wine and as bitter as mustard greens.,20,white,male,wikidata,llm,51500.0,4.711807229041191,1
7213,jstet_156137,Aaron Woodall,,Aaron Woodall,When others cannot find something to hold onto … we can reach out and be their anchor in that moment.,19,white,male,llm,llm,45800.0,4.660865478003869,1
4682,jstet_472423,Abbie Cornish,,Abbie Cornish,Something I've noticed as I get older is that I do think about the future more. It's all positive thinking.,22,white,female,wikidata,llm,667000.0,5.824125833916549,1
4683,jstet_137355,Abby Green,,Abby Green,"I wanted to do this properly, but I look at you and I forget...",14,white,female,wikidata,llm,387000.0,5.587710965018911,1
4684,jstet_317175,Abby McDonald,,Abby McDonald,You're seventeen now. You can do...absolutely nothing you couldn't already,13,white,female,wikidata,llm,32400.0,4.510545010206612,1
2473,jstet_166634,Abdourahman A. Waberi,,Abdourahman A. Waberi,"In your opinion, where do private and political life, personal history and History meet? You know the answer, Maya. You say it unhesitatingly - in art and literature.",27,black,male,wikidata,llm,49600.0,4.695482,1
2474,jstet_365435,Abduazeez Henry Musa,,Abduazeez Henry Musa,"There’s no greater feeling that brings joy to the heart like peace because we can do nothing well without joy, and a good conscience.",25,black,male,llm,llm,3990.0,3.600973,1
2,jstet_355160,Abeba Habtu,,Abeba Habtu,"Whether I felt strong and courageous or not, I would now have to be for my baby boy.",18,black,female,llm,llm,1370.0,3.1367205671564067,4
0,jstet_211060,Abeba Habtu,,Abeba Habtu,I could get through this. I would be strong because I was so close to achieving my dream of having my kids together.,23,black,female,llm,llm,1370.0,3.1367205671564067,4
1,jstet_272674,Abeba Habtu,,Abeba Habtu,Eritrean people are strong and caring. And despite all that we had been through we were brimming with optimism. Our country was on the verge of huge change.,28,black,female,llm,llm,1370.0,3.1367205671564067,4
3,jstet_362239,Abeba Habtu,,Abeba Habtu,"Please remember, no matter how hard it seems and no matter how badly you feel you can always become courageous.",20,black,female,llm,llm,1370.0,3.1367205671564067,4
2477,jstet_10649,Aberjhani,,Aberjhani,You were born a child of light’s wonderful secret— you return to the beauty you have always been.,19,black,male,wikidata,llm,39400.0,4.595496221825574,8
2483,jstet_11640,Aberjhani,,Aberjhani,Quote words that affirmall men and women are yourbrothers and sisters.,11,black,male,wikidata,llm,39400.0,4.595496221825574,8
2479,jstet_10759,Aberjhani,,Aberjhani,"Un-winged and naked, sorrow surrenders its crown to a throne called grace.",13,black,male,wikidata,llm,39400.0,4.595496221825574,8
2484,jstet_11700,Aberjhani,,Aberjhani,"Love as a concrete foundation for an authentically functional civilization requires the around-the-clock labors of forgiveness. Without it, Love fails, Friendship fails, Intelligence fails, Humanity: fails.",28,black,male,wikidata,llm,39400.0,4.595496221825574,8
2476,jstet_1241,Aberjhani,,Aberjhani,"The words ‘I Love You’ kill, and resurrect millions, in less than a second.",14,black,male,wikidata,llm,39400.0,4.595496221825574,8
2481,jstet_11275,Aberjhani,,Aberjhani,A bridge of silver wings stretches from the dead ashes of an unforgiving nightmareto the jeweled vision of a life started anew.,22,black,male,wikidata,llm,39400.0,4.595496221825574,8
2482,jstet_11294,Aberjhani,,Aberjhani,"And now we step to the rhythm of miracles.--from The Light, That Never Dies",15,black,male,wikidata,llm,39400.0,4.595496221825574,8
2478,jstet_10689,Aberjhani,,Aberjhani,Each star is a mirror reflecting the truth inside you.,10,black,male,wikidata,llm,39400.0,4.595496221825574,8
4686,jstet_484039,Abigail Breslin,,Abigail Breslin,"My mom didn't ever think I would take to acting because I was a very shy, very reserved kind of child. But obviously, something changed!",26,white,female,wikidata,llm,937000.0,5.971739590887778,2
4685,jstet_455226,Abigail Breslin,,Abigail Breslin,What's my favourite food? One you order out.,9,white,female,wikidata,llm,937000.0,5.971739590887778,2
4687,jstet_350757,Abigail Brown,,Abigail Brown,"It is my belief that love dies from overuse, and the heart dies from a lack of interest in life without it.",22,white,female,wikidata,llm,139000.0,5.143014800254095,1
4688,jstet_453155,Abigail Johnson,,Abigail Johnson,"Blockchain technology isn't just a more efficient way to settle securities. It will fundamentally change market structures, and maybe even the architecture of the Internet itself.",27,white,female,wikidata,llm,612000.0,5.786751422145561,1
4689,jstet_358140,Abigail Owen,,Abigail Owen,"I just finished running, and I look and smell like nothing very pleasant. Why, oh, why did he have to bump into me now?",24,white,female,wikidata,llm,201000.0,5.303196057420489,1
4690,jstet_157732,Abigail Padgett,,Abigail Padgett,"I like having options, alternate lives unlived but always possible.",10,white,female,wikidata,llm,15400.0,4.187520720836463,1
4691,jstet_164699,Abigail Strom,,Abigail Strom,Don't look backwards. That never does any good. Think about the future instead.,14,white,female,llm,llm,12200.0,4.086359830674748,1
7,jstet_161371,Abiola Abrams,,Abiola Abrams,The Sacred Bombshell knows that her creative feminine energy is a catalyst. She remembers her womb wisdom.,17,black,female,wikidata,llm,107000.0,5.02938377768521,8
13,jstet_221022,Abiola Abrams,,Abiola Abrams,There is a self-love solution for every challenge.,9,black,female,wikidata,llm,107000.0,5.02938377768521,8
9,jstet_210467,Abiola Abrams,,Abiola Abrams,Loving ourselves is a revolutionary act!,6,black,female,wikidata,llm,107000.0,5.02938377768521,8
14,jstet_221037,Abiola Abrams,,Abiola Abrams,"The next time you get scared, get sacred!",8,black,female,wikidata,llm,107000.0,5.02938377768521,8
6,jstet_128316,Abiola Abrams,,Abiola Abrams,People pleasing doesn't allow you to receive.,8,black,female,wikidata,llm,107000.0,5.02938377768521,8
11,jstet_213435,Abiola Abrams,,Abiola Abrams,"I am still bullied occasionally. However, none of my current bullies really exist. They’re all in my head. Be your own best friend instead of your worst enemy.",29,black,female,wikidata,llm,107000.0,5.02938377768521,8
12,jstet_213442,Abiola Abrams,,Abiola Abrams,A woman in love with herself is magnetic.,8,black,female,wikidata,llm,107000.0,5.02938377768521,8
8,jstet_170271,Abiola Abrams,,Abiola Abrams,Dishonoring what we feel is an epidemic that has us self-medicating as a culture and trying to numb ourselves.,20,black,female,wikidata,llm,107000.0,5.02938377768521,8
7214,jstet_315962,Abner Cole,,Abner Cole,EQUAL RIGHTS and FREE DISCUSSION will be fearlessly advocated and maintained. Sectarian dogmas or tenets will be investigated and compared.,20,white,male,wikidata,llm,4670.0,3.669316880566112,1
4694,jstet_263249,Abraham Hicks,,Abraham Hicks,Make a decision and then make it right. There just are no wrong decisions.,14,white,female,llm,llm,664000.0,5.8221680793680175,2
4693,jstet_262396,Abraham Hicks,,Abraham Hicks,You cannot have a happy ending to an unhappy journey.,10,white,female,llm,llm,664000.0,5.8221680793680175,2
2485,jstet_357105,Abu Ameenah Bilal Philips,,Abu Ameenah Bilal Philips,The believer is not a slave to fa,8,black,male,wikidata,llm,231000.0,5.363612,1
4697,jstet_114545,Ada Calhoun,,Ada Calhoun,"...there is so much beauty in the trying, and in the failing, and in the trying again.",17,white,female,wikidata,llm,33400.0,4.523746466811565,9
4703,jstet_114558,Ada Calhoun,,Ada Calhoun,...that's part of what marriage means: sometimes hating this other person but staying together because you promised you would.,20,white,female,wikidata,llm,33400.0,4.523746466811565,9
4699,jstet_114549,Ada Calhoun,,Ada Calhoun,"(Personally, I have avoided many fights by going to bed angry and waking up to realize that I'd just been tired.)",22,white,female,wikidata,llm,33400.0,4.523746466811565,9
4704,jstet_114559,Ada Calhoun,,Ada Calhoun,"Dating is poetry. Marriage is a novel. There are times, maybe years, that are all exposition.",16,white,female,wikidata,llm,33400.0,4.523746466811565,9
4696,jstet_114544,Ada Calhoun,,Ada Calhoun,"I want to say that at various points in your marriage, may it last forever, you will look at this person and feel only rage.",25,white,female,wikidata,llm,33400.0,4.523746466811565,9
4701,jstet_114553,Ada Calhoun,,Ada Calhoun,People who don't marry miss both the pelting hardships of marriage and its warm rewards.,16,white,female,wikidata,llm,33400.0,4.523746466811565,9
4702,jstet_114557,Ada Calhoun,,Ada Calhoun,"Failure is part of being human, and it is definitely part of being married.",14,white,female,wikidata,llm,33400.0,4.523746466811565,9
4698,jstet_114546,Ada Calhoun,,Ada Calhoun,The romantic fairy tales we grew up with -- where marriage is the happy ending rather than the opening scene -- are not useful for grown-ups.,25,white,female,wikidata,llm,33400.0,4.523746466811565,9
4695,jstet_39052,Ada Calhoun,,Ada Calhoun,All the couples therapy and communication seminars in the world won't save you if you aren't prepared to close your eyes and hug the mainmast through a storm.,30,white,female,wikidata,llm,33400.0,4.523746466811565,9
4707,jstet_442525,Ada Lovelace,,Ada Lovelace,"The science of operations, as derived from mathematics more especially, is a science of itself, and has its own abstract truth and value.",23,white,female,wikidata,wikidata,4750000.0,6.676693609624866,4
4708,jstet_456553,Ada Lovelace,,Ada Lovelace,"That brain of mine is something more than merely mortal, as time will show.",14,white,female,wikidata,wikidata,4750000.0,6.676693609624866,4
4706,jstet_442509,Ada Lovelace,,Ada Lovelace,"Imagination is the Discovering Faculty, pre-eminently. It is that which penetrates into the unseen worlds around us, the worlds of Science.",22,white,female,wikidata,wikidata,4750000.0,6.676693609624866,4
4705,jstet_442076,Ada Lovelace,,Ada Lovelace,"The Analytical Engine does not occupy common ground with mere 'calculating machines.' It holds a position wholly its own, and the considerations it suggests are more interesting in their nature.",30,white,female,wikidata,wikidata,4750000.0,6.676693609624866,4
7216,jstet_192252,Adam Bryant,,Adam Bryant,"People leave companies for two reasons. One, they don't feel appreciated. And two, they don't get along with their boss.",22,white,male,wikidata,llm,791000.0,5.898176483497677,1
7218,jstet_446522,Adam Clarke,,Adam Clarke,"He who is completely sanctified, or cleansed from all sin, and dies in this state, is fit for glory.",19,white,male,wikidata,llm,615000.0,5.788875115775417,2
7217,jstet_414555,Adam Clarke,,Adam Clarke,Prayer requires more of the heart than of the tongue.,10,white,male,wikidata,llm,615000.0,5.788875115775417,2
2486,jstet_86893,Adam Clayton Powell III,,Adam Clayton Powell III,I try to make my comments like a woman's skirt: long enough to be respectable and short enough to be interesting.,22,black,male,wikidata,llm,18700.0,4.271842,1
7219,jstet_309051,Adam Copeland,,Adam Copeland,Achieving accomplishments without first making a sacrifice to gain them does not make you accomplished. That just makes you a lucky bastard.,22,white,male,wikidata,llm,417000.0,5.620136054973758,1
7220,jstet_437874,Adam D'Angelo,,Adam D'Angelo,"Questions and answers is a big space, and there are lots of possible systems that you can create for different goals.",21,white,male,wikidata,llm,177000.0,5.247973266361806,1
7221,jstet_254472,Adam Gellert,,Adam Gellert,What I have always found amazing is that God can use our bad choices to still get us right where He intended us to be.,25,white,male,llm,llm,8410.0,3.924795995797912,1
7222,jstet_266278,Adam Hargreaves,,Adam Hargreaves,"Getting fit is all about mind over matter. I don't mind, so it doesn't matter.",17,white,male,wikidata,llm,145000.0,5.161368002234975,1
7225,jstet_182875,Adam Haslett,,Adam Haslett,"...I did what most kids do when their world feels destroyed. I tried to care less about what remained...This was untrue, of course.",24,white,male,wikidata,llm,47200.0,4.673941998634088,4
7226,jstet_296512,Adam Haslett,,Adam Haslett,"It struck me then, for the first time, how unethical anxiety is, how it voids the reality of other people by conscripting them as palliatives for your own fear.",29,white,male,wikidata,llm,47200.0,4.673941998634088,4
7224,jstet_182874,Adam Haslett,,Adam Haslett,"...I did what most kids do when their world feels destroyed. I tried to care less about what remained...It was untrue, of course.",24,white,male,wikidata,llm,47200.0,4.673941998634088,4
7223,jstet_117765,Adam Haslett,,Adam Haslett,"Sound systems are what turn cars into escape vehicles, even if you've got nowhere to go.",17,white,male,wikidata,llm,47200.0,4.673941998634088,4
7227,jstet_157656,Adam Leipzig,,Adam Leipzig,"We all know that the un-examined life is not worth living (socrates). But if all you are doing is examining, you are not living.",25,white,male,wikidata,llm,15600.0,4.193124598354461,1
7234,jstet_345505,Adam LiVecchi,,Adam LiVecchi,All leadership in the Kingdom is by example.,8,white,male,llm,llm,12000.0,4.079181246047625,2
7230,jstet_225373,Adam LiVecchi,,Adam LiVecchi,Most poverty is a lack of opportunity.,7,white,male,llm,llm,12000.0,4.079181246047625,2
7236,jstet_366510,Adam Mickiewicz,,Adam Mickiewicz,"I and motherland are one. My name is Million, because for millions do I love and suffer agonies.",18,white,male,wikidata,wikidata,2140000.0,6.330413773349191,1
15,jstet_223480,Adaria Armstrong,,Adaria Armstrong,Dying is like not getting to see the end of the movie.,12,black,female,llm,llm,3190.0,3.503791,1
4709,jstet_325297,Adela Knight,,Adela Knight,"I haven’t been with anyone since my break-up with Jackass. Yes, Jackass is his name. Officially.",18,white,female,llm,llm,2450.0,3.3891660843645326,1
4710,jstet_418714,Adelaide A. Proctor,,Adelaide A. Proctor,No star is ever lost we once have seen We always may be what we might have been.,18,white,female,llm,llm,8440.0,3.926342446625655,1
4711,jstet_49249,Adelaide Hoodless,,Adelaide Hoodless,"Educate a boy, and you educate an individual. Educate a girl, and you educate a community.",16,white,female,wikidata,llm,146000.0,5.164352855784437,1
7237,jstet_380401,Adelbert von Chamisso,,Adelbert von Chamisso,I am a solitary wave in the dark and desolate sea: and the sparkling glass I drank was drugged with misery.,21,white,male,wikidata,llm,505000.0,5.703291378118662,1
4712,jstet_112223,Adele Adkins,,Adele Adkins,"Sometimes it lasts in love, But sometimes it hurts instead",10,white,female,wikidata,llm,470000.0,5.672097857935717,1
4713,jstet_207720,Adelheid Manefeldt,,Adelheid Manefeldt,"He lived a quiet existence where the future was easy to predict and the past was a cancer in remission. It was meaningful, of course. But it was lonely.",29,white,female,llm,llm,2120.0,3.326335860928751,1
4714,jstet_97118,Admiral Grace Hopper,,Admiral Grace Hopper,"You manage things, you lead people.",6,white,female,llm,llm,61100.0,4.786041210242554,1
7238,jstet_415931,Adolf Eichmann,,Adolf Eichmann,Repentance is for little children.,5,white,male,wikidata,llm,717000.0,5.8555191556678,1
7239,jstet_328718,Adolph Hitler,,Adolph Hitler,We tolerate no one in our ranks who attacks the ideas of Christianity … in fact our movement is Christian.,19,white,male,wikidata,llm,869000.0,5.939019776448666,1
7240,jstet_401759,Adolphe Tanqueray,,Adolphe Tanqueray,Faith is a theological virtue that inclines the mind under the influence of the will and grace to yield firm assent to revealed truths because of the authority of God.,30,white,male,llm,llm,2690.0,3.429752280002408,1
7241,jstet_413023,Adrian Cowell,,Adrian Cowell,The slow rhythm of waiting.,5,white,male,wikidata,llm,27000.0,4.431363764158987,1
7242,jstet_477984,Adrian Lyne,,Adrian Lyne,"Obviously, in dealing with a relationship, sexuality has to be involved, and jealousy and emotions like that. And I don't know, I've always been intrigued by those emotions.",30,white,male,wikidata,llm,280000.0,5.447158031342219,1
4715,jstet_433829,Adrianne Palicki,,Adrianne Palicki,"I love shopping; I'm a jeans and a T-shirt kind of girl, but I go classy when I dress up - with a little bit of sexy.",28,white,female,wikidata,llm,1040000.0,6.017033339298781,1
4716,jstet_213397,Adrienne Barbeau,,Adrienne Barbeau,I’m a short woman with a pretty good body and large breasts — that’s not what I think of as sexy.,22,white,female,wikidata,llm,384000.0,5.5843312243675305,1
4718,jstet_373530,Adrienne deWolfe,,Adrienne deWolfe,"Caring is weakness, and weakness is death.",7,white,female,llm,llm,4410.0,3.644438589467839,1
4717,jstet_447006,Adrienne Mayor,,Adrienne Mayor,"We are used to thinking of Amazon myths in terms of violence against uppity women, but the ancient evidence also reveals a vision of gender equality.",26,white,female,wikidata,llm,72400.0,4.859738566197147,1
7243,jstet_273777,Aeschlyus,,Aeschlyus,Man was not meant for safe harbor.,7,white,male,llm,llm,2430.0,3.385606273598312,1
4721,jstet_362424,Agatha Bird,,Agatha Bird,Fun. It‘s this crazy thing where people smile and laugh and are generally pleased. I could have sworn I saw you smile at least once,26,white,female,llm,llm,2050.0,3.311753861055754,2
4720,jstet_297396,Agatha Bird,,Agatha Bird,Talon thought kissing Flit to shut him up might be a good idea. He was wrong. It was a fucking great idea.,22,white,female,llm,llm,2050.0,3.311753861055754,2
7244,jstet_104912,Agis II of Sparta,,Agis II of Sparta,The Spartans do not ask how many but where they are.,11,white,male,llm,llm,1960.0,3.292256071356476,1
4728,jstet_447923,Agnes De Mille,,Agnes de Mille,The truest expression of a people is in its dances and its music. Bodies never lie.,16,white,female,wikidata,llm,291000.0,5.463892988985907,2
4729,jstet_460900,Agnes De Mille,,Agnes de Mille,"To dance is to be out of yourself. Larger, more beautiful, more powerful. This is power, it is glory on earth and it is yours for the taking.",28,white,female,wikidata,llm,291000.0,5.463892988985907,2
16,jstet_153639,Agnes Kamara-umunna,,Agnes Kamara-umunna,"In life, we make the best decisions we can with the information we have on hand.",16,black,female,llm,llm,1050.0,3.021189,1
4723,jstet_77246,Agnes Newton Keith,,Agnes Newton Keith,"We are not pleasant people here, for the story of war is always the story of hate; it makes no difference with whom one fights. The hate destroys you.",29,white,female,wikidata,llm,58700.0,4.768638101247614,1
4724,jstet_493397,Agnes Obel,,Agnes Obel,"I don't have the feeling of being motivated by anger, revenge or frustration.",14,white,female,wikidata,llm,536000.0,5.72916478969277,1
4725,jstet_395618,Agnes Turnbull,,Agnes Turnbull,Learn to drink the cup of life as it comes.,10,white,female,wikidata,llm,18000.0,4.2552725051033065,1
