,quote_id,author_clean,author_alt_name,author_raw,quote,quote_words,race,gender,gender_source,race_source,google_hits,log10_hits,to_sample
2037,jstet_429184,Adam Rodriguez,,Adam Rodriguez,"I give everyone upmost respect, and when people feel that, you end up getting the most out of your interaction with them. That connectivity is really important in my life.",30,latino,male,wikidata,llm,354000.0,5.549003,1
2835,jstet_461572,Adam Schiff,,Adam Schiff,America has a critical role to play as the most powerful member of the world community.,16,white,male,wikidata,llm,4170000.0,6.620136054973758,4
2837,jstet_79487,Adam Scott Wolf,,Adam Scott Wolf,"What magic is this?' the muse says to the man. 'A flower, a dream, a fairy-tale wish,' the man says to his muse. The muse smiles.",27,white,male,llm,llm,79900.0,4.902546779313991,1
2040,jstet_67476,Adam Silvera,,Adam Silvera,"Yes, we live, or we're given the chance to, at least, but sometimes living is hard and complicated because of fear.",22,latino,male,wikidata,llm,2170000.0,6.336459733848529,9
2527,jstet_49249,Adelaide Hoodless,,Adelaide Hoodless,"Educate a boy, and you educate an individual. Educate a girl, and you educate a community.",16,white,female,wikidata,llm,146000.0,5.164352855784437,1
2838,jstet_380401,Adelbert von Chamisso,,Adelbert von Chamisso,I am a solitary wave in the dark and desolate sea: and the sparkling glass I drank was drugged with misery.,21,white,male,wikidata,llm,505000.0,5.703291378118662,1
315,jstet_273528,Adi Shankaracarya,,Adi Shankaracarya,"Who but the Atman is capable of removing the bonds of ignorance, passion and self-interested action?",17,asian,male,llm,llm,1120000.0,6.049218022670182,2
2528,jstet_356824,Adina Rishe Gewirtz,,Adina Rishe Gewirtz,"But when you're in second grade, you don't yet know the meaning of impossible",16,white,female,llm,llm,4840.0,3.684845361644412,1
2,jstet_22683,Aditi Agarwal,,Aditi Agarwal,This entire universe is a manifestation of the Supreme Lord.,10,asian,female,wikidata,llm,262000.0,5.418301291319746,2
3,jstet_365417,Aditi Vyas,,Aditi Vyas,"When your head is held high, society pry.",8,asian,female,wikidata,llm,27000.0,4.431364,1
2529,jstet_97118,Admiral Grace Hopper,,Admiral Grace Hopper,"You manage things, you lead people.",6,white,female,llm,llm,61100.0,4.786041210242554,1
2839,jstet_491997,Adrien Brody,,Adrien Brody,"My dad told me, 'It takes fifteen years to be an overnight success', and it took me seventeen and a half years.",22,white,male,wikidata,llm,2840000.0,6.453318340047038,1
2530,jstet_401592,Agnes C. Laut,,Agnes C. Laut,The ultimate umpire of all things in life is - fact.,10,white,female,llm,llm,43100.0,4.634477270160732,1
1224,jstet_335477,Ahmir Questlove Thompson,,Ahmir Questlove Thompson,Switching off perfection switched on the human quality,8,black,male,llm,llm,169000.0,5.227886704613674,4
2840,jstet_441527,Aidan Quinn,,Aidan Quinn,"Celebrity, to me, is not a thing to seek.",9,white,male,wikidata,llm,415000.0,5.6180480967120925,1
1227,jstet_231025,Aimé Césaire,,Aimé Césaire,Alas! There's no one in hell ... all the devils are here!,12,black,male,wikidata,wikidata,1870000.0,6.271842,2
318,jstet_365428,Ajay Kumar,,Ajay Kumar,"It's not becoming hell but it's already been hell, I just couldn't see it.",17,asian,male,wikidata,llm,12700000.0,7.103803720955957,4
4,jstet_29498,Akanksha Agrawal,,Akanksha Agrawal,Success is not got in twinkling of an eye.,9,asian,female,llm,llm,94500.0,4.975432,1
320,jstet_276630,Akash Patel,,Akash Patel,"All Pieces of puzzle set on right place, but it'll take time & dedication !!",14,asian,male,wikidata,llm,1090000.0,6.037426,1
5,jstet_313763,Akatsuki no Yona,,Akatsuki no Yona,"However, Heaven can only show you the way. You must walk the path yourself.",14,asian,female,llm,llm,1190000.0,6.075547,1
1228,jstet_370314,Akinwande Oluwasegun,,Akinwande Oluwasegun,"Stop calling it a dream, its time to call it a plan, never relent kick-starting that plan, it will surely yield greatness",23,black,male,llm,llm,1910.0,3.281033,1
321,jstet_166555,Akira Mizuta Lippit,,Akira Mizuta Lippit,"A shadow archive and an archive of shadows, the literary architectonic demands a resistance to excessive illumination.",17,asian,male,llm,llm,16300.0,4.212188,1
324,jstet_69974,Akshay Vasu,,Akshay Vasu,"May the fire in your soul, burn down all the fences and walls which this society is trying to build around you.",22,asian,male,llm,llm,33400.0,4.523746466811565,10
2841,jstet_475260,Alan Cooper,,Alan Cooper,"If we want users to like our software, we should design it to behave like a likeable person.",18,white,male,wikidata,llm,7310000.0,6.86391737695786,1
2842,jstet_62011,Alan F. Chalmers,,Alan F. Chalmers,"It would seem that the scientific revolution involved not just a progressive transformation of scientific theory, but also a transformation in what were considered to be the observable facts!",29,white,male,wikidata,llm,26200.0,4.418301291319746,1
2843,jstet_396343,Alan H. Meyer,,Alan H. Meyer,The best ad is a good product.,7,white,male,llm,llm,4540.0,3.657055852857104,1
2844,jstet_447449,Alan J. Heeger,,Alan J. Heeger,"My high school years were fun and frustrating, typical of the teen years. The most important accomplishment was meeting my wife, Ruth.",22,white,male,wikidata,llm,56400.0,4.751279103983342,1
2845,jstet_82775,Alan Partridge,,Alan Partridge,"Like a good-looking John Merrick, mine was a face that looked really shit.",14,white,male,wikidata,llm,999000.0,5.999565488225983,1
2846,jstet_265963,Alan Ryan,,Alan Ryan,It is never right to injure anyone. It can never be right to make someone worse than he is.,19,white,male,wikidata,llm,142000.0,5.152288344383057,1
2847,jstet_265086,Alan S. Kesselheim,,Alan S. Kesselheim,"If I replace the word God with the word nature, I am far more at ease with the whole religious enterprise.",21,white,male,wikidata,llm,4400.0,3.643452676486187,1
2848,jstet_293614,Alan Turning,,Alan Turning,"Do you know why people like violence? It is because it feels good. Humans find violence deeply satisfying. But remove the satisfaction, and the act becomes hollow.",27,white,male,llm,llm,2740000.0,6.437750562820388,1
332,jstet_294469,Alan Yuen,,Alan Yuen,"A fearless heart is free of desire, a kind heart finds paradise everywhere.",13,asian,male,wikidata,llm,68300.0,4.834421,1
1699,jstet_120874,Alba Avila,,Alba Avila,"Oh my…!Love can be troubled somber,mournful and yet subtle and precise. Love is a chaotic thing, my dear!",20,latino,female,llm,llm,61600.0,4.789580712164425,2
2849,jstet_61429,Albert A. Bartlett,,Albert A. Bartlett,The greatest shortcoming of the human race is our inability to understand the exponential function.,15,white,male,wikidata,llm,15500.0,4.190331698170292,1
2850,jstet_76126,Albert Dietrich,,Albert Dietrich,"There are perhaps many causes worth dying for, but to me, certainly, there are none worth killing for.",18,white,male,wikidata,llm,90600.0,4.957128197676813,1
2851,jstet_410749,Albert E. Dunning,,Albert E. Dunning,Great opportunities come to all but many do not know they have met them. The only preparation to take advantage of them is ... to watch what each day brings.,29,white,male,wikidata,llm,1510.0,3.1789769472931693,1
2852,jstet_147331,Albert J. LaChance,,Albert J. LaChance,"In these writings, and in all my teaching work, I continue to ask the question, “What about the children?",19,white,male,llm,llm,3620.0,3.558708570533166,1
2050,jstet_63304,Alberto Manguel,,Alberto Manguel,I wanted to live among books.,6,latino,male,wikidata,llm,957000.0,5.980911937776844,8
2853,jstet_379699,Albus Perkamentus,,Albus Perkamentus,"I see that you, like many before you. The happiest person on earth would look in the mirror and see only himself exactly as he is.",26,white,male,wikidata,llm,34700.0,4.540329474790874,1
2058,jstet_198745,Alejandro Zambra,,Alejandro Zambra,I was going to be a memory when I grew up.,11,latino,male,wikidata,llm,854000.0,5.931458,1
2854,jstet_37624,Aleksandar Ristović,,Aleksandar Ristović,Nobody reads poetry anymoreSo who the hell are youI see bent over this book?,14,white,male,wikidata,llm,31000.0,4.491361693834273,1
2855,jstet_156975,Alesandro Bariko,,Alesandro Bariko,"I never even heard her voice.""And after a while:""It is a strange grief.""Softly:""To die of nostalgia for something you never lived.",25,white,male,wikidata,llm,31300.0,4.495544337546448,1
2856,jstet_63316,Alessandro Baricco,,Alessandro Baricco,It's a strange grief… to die of nostalgia for something you you will never live.,16,white,male,wikidata,llm,2100000.0,6.32221929473392,1
2059,jstet_394348,Alex Munoz,,Alex Munoz,Nothing has ever been achieved without trying,7,latino,male,wikidata,llm,925000.0,5.966142,1
2062,jstet_137611,Alex Rosa,,Alex Rosa,"Every time his lips meet mine, my whole body begins a slow tingle that starts from within my chest, and spreads like a wildfire.",24,latino,male,wikidata,llm,365000.0,5.562292864456475,9
2070,jstet_251030,Alex Urbina,,Alex Urbina,"Conscious parenting is not about being perfect, it's about being aware. Aware of what your kids need from you to reach more of their full potential.",27,latino,male,llm,llm,130000.0,5.113943,1
2857,jstet_480467,Alexander Calder,,Alexander Calder,"To an engineer, good enough means perfect. With an artist, there's no such thing as perfect.",17,white,male,wikidata,llm,2810000.0,6.44870631990508,1
2858,jstet_410215,Alexander D. Fleming,,Alexander D. Fleming,A good gulp of hot whisky at bedtime - it's not very scientific but it helps.,16,white,male,llm,llm,1890.0,3.2764618041732443,1
2859,jstet_250188,Alexander Den Heijer,,Alexander Den Heijer,"When a flower doesn’t bloom, you fix the environment in which it grows, not the flower.",17,white,male,llm,llm,73000.0,4.863322860120456,1
2860,jstet_453750,Alexander Dubcek,,Alexander Dubcek,"In the economic sphere, the program demanded thorough decentralization and managerial independence of enterprises, as well as legalization of small-scale private enterprise, especially in the service sector.",28,white,male,wikidata,wikidata,253000.0,5.4031205211758175,1
2861,jstet_434790,Alexander Lowen,,Alexander Lowen,"We believe it is bad or dangerous to be carried away by our emotions. We admire the person who is cool, who acts without feeling.",25,white,male,wikidata,llm,392000.0,5.593286067020458,1
2862,jstet_405049,Alexander Ostrovsky,,Alexander Ostrovsky,The entire civil service is like a fortress made of papers forms and red tape.,15,white,male,wikidata,llm,86000.0,4.934498451243568,1
2863,jstet_212379,Alexander Shulgin,,Alexander Shulgin,"MDMA, it was beginning to be apparent, could be all things to all people.",14,white,male,wikidata,llm,247000.0,5.392696953259666,1
1700,jstet_113607,Alexandra Cruz,,Alexandra Cruz,Write about fear. Write about pain. Write about heartache and resentment. Nothing worth reading comes from writing what can be said out loud.,23,latino,female,llm,llm,401000.0,5.603144,1
2531,jstet_427598,Alexandra Kosteniuk,,Alexandra Kosteniuk,"Studying is something I really love doing, and I just hope to have enough money for tuition.",17,white,female,wikidata,llm,150000.0,5.176091259055681,1
2532,jstet_499384,Alexandra Maria Lara,,Alexandra Maria Lara,"No matter what happens to me and my career in the future, Berlin is always going to be my hometown.",20,white,female,wikidata,wikidata,622000.0,5.793790384690818,1
2533,jstet_194431,Alexandra York,,Alexandra York,"As comestibles nourish our bodies and ideas nourish our minds, so art nourishes our souls.",15,white,female,llm,llm,28400.0,4.453318340047038,1
855,jstet_486541,Alexis Herman,,Alexis Herman,"Education is important because, first of all, people need to know that discrimination still exists. It is still real in the workplace, and we should not take that for granted.",30,black,female,wikidata,wikidata,22000.0,4.342423,1
2870,jstet_496789,Alfred Austin,,Alfred Austin,Exclusiveness in a garden is a mistake as great as it is in society.,14,white,male,wikidata,llm,81400.0,4.910624404889202,6
2871,jstet_7020,Alfred Brendel,,Alfred Brendel,The word 'listen' contains the same letters as the word 'silent'.,11,white,male,wikidata,llm,483000.0,5.683947130751513,1
2872,jstet_468742,Alfred Day Hershey,,Alfred Day Hershey,"Humans love truth and justice, and rejoice in ceremonies that honor those qualities. For that sentiment we should indeed thank God.",21,white,male,wikidata,llm,8980.0,3.953276336667305,1
2874,jstet_326110,Alfred Lansing,,Alfred Lansing,"I have a great many opinions about writing, but I'm afraid that all of them are unprintable",18,white,male,wikidata,llm,103000.0,5.012837224705172,2
2875,jstet_481712,Alfred Newman,,Alfred Newman,Crime does not pay as well as politics.,8,white,male,wikidata,llm,249000.0,5.396199347095736,1
2071,jstet_253959,Alfredo Quinones-Hinojosa,,Alfredo Quinones-Hinojosa,Sometimes I struggled to say something meaningful only to learn that silence is just as powerful as words.,18,latino,male,wikidata,llm,32000.0,4.50515,1
1229,jstet_96860,Ali A. Mazrui,,Ali A. Mazrui,Africa PRODUCES what it does NOT CONSUME and CONSUMES what it does NOT PRODUCE.,14,black,male,wikidata,llm,53700.0,4.729974,1
1230,jstet_301038,Ali Cross,,Ali Cross,I was through with sleep. I didn't like what it brought me.,13,black,male,wikidata,llm,171000.0,5.232996,1
2534,jstet_352380,Ali Liebegott,,Ali Liebegott,"Lots of people hate gay people.You can tell who they are because they start sentences with, ""It's not like I hate gay people.",25,white,female,wikidata,llm,23400.0,4.369215857410143,1
2535,jstet_19402,Alice B. Toklas,,Alice B. Toklas,Experience is never at bargain price.,6,white,female,wikidata,llm,608000.0,5.783903579272735,1
2536,jstet_188988,Alice Dalgliesh,,Alice Dalgliesh,Friends have ways of speaking without words.,7,white,female,wikidata,llm,110000.0,5.041392685158225,1
2537,jstet_385169,Alice Marks,,Alice Marks,"Madison, or “Maddie,” as she preferred, wondered what could be at the end of that road.",16,white,female,llm,llm,43100.0,4.634477270160732,1
2538,jstet_447148,Alice S. Rossi,,Alice S. Rossi,Demands for equality for women are threats to men's self-esteem and sense of sexual turf.,17,white,female,wikidata,llm,14900.0,4.173186268412274,1
2539,jstet_459316,Alice Temperley,,Alice Temperley,My favourite finds are often antique pieces with a history.,10,white,female,wikidata,llm,398000.0,5.599883072073688,1
2545,jstet_382888,Alison Kemper,,Alison Kemper,You can take that needle out of my leg now. I'd like to pull up my pants.,18,white,female,llm,llm,7700.0,3.886490725172482,4
6,jstet_423476,Alison Wong,,Alison  Wong,"Formula for success: rise early, work hard, strike oil. J.Paul Getty",12,asian,female,llm,llm,110000.0,5.041393,1
2876,jstet_409239,Allan K. Chalmers,,Allan K. Chalmers,The Grand essentials of happiness are: something to do something to love and something to hope for.,17,white,male,llm,llm,4900.0,3.690196080028514,1
2877,jstet_104733,Allan Zullo,,Allan Zullo,"Thank you, sir. But, uh, can you tell me where the First New York Regiment is?",16,white,male,wikidata,llm,93900.0,4.972665592266111,1
2546,jstet_447375,Allison Schroeder,,Allison Schroeder,My first break was becoming a staff writer on the rebooted '90210.' And then I got stuck writing in the teen genre for a while.,25,white,female,wikidata,llm,98100.0,4.991669007379948,1
2547,jstet_412970,Ally McBeal,,Ally McBeal,Law and love are the same - romantic in concept but the actual practice can give you a yeast infection.,19,white,female,wikidata,llm,1380000.0,6.139879086401237,1
1701,jstet_489883,Alma Guillermoprieto,,Alma Guillermoprieto,There is no point to samba if it doesn't make you smile.,13,latino,female,wikidata,llm,78000.0,4.892095,1
1702,jstet_417848,Alma Villanueva,,Alma Villanueva,I woman give birth: and this time to myself.,9,latino,female,wikidata,llm,161000.0,5.206826,1
856,jstet_149058,Alonna Williams,,Alonna Williams,"Fears can be a healthy thing, they give you something to conquer",12,black,female,llm,llm,8550.0,3.931966,1
1232,jstet_499682,Alonzo Mourning,,Alonzo Mourning,I'm excited about what the future will bring and I think the best is yet to come.,18,black,male,wikidata,llm,776000.0,5.889861721258188,2
1233,jstet_309962,Alphonso Dunn,,Alphonso Dunn,"It's not what you look at that matters, It's what you see",14,black,male,llm,llm,108000.0,5.033424,1
2880,jstet_463432,Alphonsus Liguori,,Alphonsus Liguori,"Your God is ever beside you - indeed, He is even within you.",12,white,male,wikidata,llm,761000.0,5.881384656770573,4
854,jstet_353921,AlTonya Washington,,AlTonya Washington,"It is obvious that you like to be in control of things. With this girl, you lose control. You despise that, especially since she is younger.- Maria Delgado",28,black,female,llm,llm,21100.0,4.324282,1
2548,jstet_484590,Aly Raisman,,Aly Raisman,I was two years old when my mom put me in mommy and me classes. I always had a lot of energy so it was the perfect fit!,28,white,female,wikidata,llm,722000.0,5.858537197569639,1
859,jstet_247075,Ama Ata Aidoo,,Ama Ata Aidoo,"Humans, not places, make memories.",5,black,female,wikidata,llm,202000.0,5.305351369446623,4
1234,jstet_242213,Amadou Hampâté Bâ,,Amadou Hampâté Bâ,Every old man that dies is a library that burns.,10,black,male,wikidata,llm,374000.0,5.572872,1
861,jstet_55109,Amaleka McCall,,Amaleka McCall,Words are like eggs dropped from great heights. You can't ever put the pieces back together after they hit home.,21,black,female,llm,llm,12900.0,4.11059,1
2549,jstet_354672,Amanda McCabe,,Amanda McCabe,"He laughed and it sounded startled and a bit rusty, as if he didn't do that very often.",19,white,female,wikidata,llm,158000.0,5.198657086954422,1
1236,jstet_497890,Amar'e Stoudemire,,Amar'e Stoudemire,"I had a Hebraic wedding in New York, so I'm definitely Jewish.",13,black,male,wikidata,llm,1620000.0,6.209515014542631,2
2550,jstet_306922,Amber Belldene,,Amber Belldene,"She took hold of him through his pants. ""I want this inside me five minutes ago.",16,white,female,llm,llm,7000.0,3.845098040014257,1
2551,jstet_321182,Amber Kaufmann,,Amber Kaufmann,Don’t worry about what life may bring. Just live like we don’t have another day.,17,white,female,llm,llm,2360.0,3.3729120029701067,1
2882,jstet_118425,Amber Run,,Amber Run,"I don't wanna be the center of anything, just a part of something bigger.",15,white,male,llm,llm,264000.0,5.421603926869831,1
9,jstet_264355,Ambika Devi,,Ambika Devi,Life is like a rushing river. If we fight the current we are drawn under and drown in emotion.,19,asian,female,wikidata,llm,424000.0,5.627365856592733,5
2883,jstet_175342,Amedeo Modigliani,,Amedeo Modigliani,"Rome is not outside me, but inside me.. Her feverish sweetness, her tragic countryside, her own beauty and harmony, all these are mine, for my thought and my work.",29,white,male,wikidata,wikidata,2140000.0,6.330413773349191,1
2559,jstet_411953,Amelia Barr,,Amelia Barr,Let me tell thee time is a very precious gift of God so precious that it's only given to us moment by moment.,24,white,female,wikidata,llm,18100.0,4.2576785748691846,9
1705,jstet_485612,America Ferrera,,America Ferrera,"I've never been speed dating! I sort of wish I had, just for the experience of it.",18,latino,female,wikidata,wikidata,1350000.0,6.130333768495007,2
2561,jstet_285711,Ami Blackwelder,,Ami Blackwelder,"Like two side to a coin, there are two sides to life: your reason and emotional facets.",17,white,female,llm,llm,5480.0,3.738780558484369,1
12,jstet_426339,Amisha Patel,,Amisha Patel,"Being sexy is all about attitude, not body type. It's a state of mind.",15,asian,female,wikidata,llm,677000.0,5.830589,1
2562,jstet_199519,Amy Alward,,Amy Alward,There's no mistaking what kind of potion I need. Caffeine - for alertness and rejuvenation.,15,white,female,wikidata,llm,35900.0,4.555094448578319,1
2563,jstet_116044,Amy Cuddy,,Amy Cuddy,All changes have their melancholy,5,white,female,wikidata,llm,198000.0,5.296665190261531,1
2570,jstet_292896,Amy Layne Litzelman,,Amy Layne Litzelman,"This perfect, eternal, Holy exchangeIs worship that satisfies both heaven and earth:",12,white,female,llm,llm,2560.0,3.4082399653118496,5
2571,jstet_21341,Amy McGuire,,Amy McGuire,Dream big and never give up on those dreams. Who knows where they'll take you?,16,white,female,llm,llm,126000.0,5.1003705451175625,1
2572,jstet_391054,Amy Rae Durreson,,Amy Rae Durreson,There are some fights none of us can win.,9,white,female,llm,llm,10600.0,4.02530586526477,1
2573,jstet_439438,Amy Smart,,Amy Smart,"I love cooking during Christmas, all smells like the hot apple cider, the hot spiced wine.",16,white,female,wikidata,llm,1040000.0,6.017033339298781,1
335,jstet_426290,An Wang,,An Wang,"Markets change, tastes change, so the companies and the individuals who choose to compete in those markets must change.",19,asian,male,wikidata,llm,516000.0,5.712649701627211,2
1708,jstet_149947,Ana Castillo,,Ana Castillo,something about giving himself over to a woman was worse than having lunch with the devil...,16,latino,female,wikidata,llm,509000.0,5.706717782336758,2
1711,jstet_24748,Ana Claudia Antunes,,Ana Claudia Antunes,"Because it's worth dreaming and expecting the best from you and others, because once you fulfill your dreams you can make other people happy as well.",27,latino,female,llm,llm,32200.0,4.507855871695831,8
1721,jstet_16406,Ana Monnar,,Ana Monnar,I see the glass half full and thank God for what I have.,13,latino,female,llm,llm,18100.0,4.2576785748691846,9
1735,jstet_275414,Ana Ortega,,Ana Ortega,"When life hurts, have a date with your feelings.Breath and let the magic begin!",15,latino,female,wikidata,llm,790000.0,5.897627091290442,4
15,jstet_29823,Anamika Mishra,,Anamika Mishra,"It takes time;It will take time, But it will happen",11,asian,female,wikidata,llm,272000.0,5.434568904034199,8
336,jstet_454004,Anant Agarwal,,Anant Agarwal,There is a huge value in learning with instant feedback.,10,asian,male,wikidata,llm,199000.0,5.298853,1
1237,jstet_496525,Anas Aremeyaw Anas,,Anas Aremeyaw Anas,Journalism is about results. It's about affecting your community or your society in the most progressive way.,18,black,male,wikidata,llm,221000.0,5.344392,1
1240,jstet_491994,Andre Benjamin,,Andre Benjamin,"It's harder to be a success, globally, and be artistic. Harder to have that balance than just to be artistic when nobody understands you.",25,black,male,wikidata,llm,240000.0,5.380211241711606,2
1241,jstet_19620,Andre Jordan,,Andre Jordan,"‎your first thought would send the power of Quantum physics into a hive of activity. your first thought, would inevitably become the destiny of the day",26,black,male,wikidata,llm,49800.0,4.697229,1
1737,jstet_305853,Andrea Barbosa,,Andrea Barbosa,"We fear what we don’t know, or whatever seems like a mystery to us.",15,latino,female,llm,llm,201000.0,5.303196057420489,2
337,jstet_258255,Andrea Lee,,Andrea Lee,"...which recall(s) a moment in time when raw excess made them a casual aristocracy, apart from the rest of the world.",22,asian,male,wikidata,llm,653000.0,5.814913,1
2884,jstet_335288,Andreas Feininger,,Andreas Feininger,A technically perfect photograph can be the world's most boring picture.,12,white,male,wikidata,llm,497000.0,5.696356388733332,1
2885,jstet_429165,Andres Iniesta,,Andres Iniesta,I get the feeling people respect me and that there is affection for me. That makes me happy.,18,white,male,wikidata,llm,1500000.0,6.176091259055681,1
1242,jstet_186444,Andrew Boddie,,Andrew Boddie,At least the tears on my desk wipe away the dust that's covered this place,16,black,male,llm,llm,5410.0,3.733197,1
2886,jstet_269834,Andrew Davie,,Andrew Davie,"Even though your words hurt the most, I still want to hear them everyday.",14,white,male,wikidata,llm,85100.0,4.929929560084588,1
2887,jstet_386252,Andrew Delbanco,,Andrew Delbanco,So we might say that the most important thing one can acquire in college is a well-functioning bullshit meter.,20,white,male,wikidata,llm,78800.0,4.896526217489555,1
2888,jstet_268572,Andrew Ferguson,,Andrew Ferguson,"Women, churchgoers, and conservative were more likely than men, nonchurch goers, and liberals to disagree with the reductionist (neural) account of human life.",23,white,male,wikidata,llm,835000.0,5.921686475483602,1
2889,jstet_260382,Andrew Hussie,,Andrew Hussie,You want her in every quadrant like a desperate fool.,10,white,male,wikidata,llm,206000.0,5.313867220369153,1
2892,jstet_372597,Andrew Klavan,,Andrew Klavan,I'm a professional journalist. Making up lies to fit the facts - it's what we do.,17,white,male,wikidata,llm,133000.0,5.123851640967086,2
2893,jstet_191903,Andrew Leigh,,Andrew Leigh,"To be an ethical leader is indeed to be different. This kind of leader acknowledges the complexity of running a responsible business, yet tries to do it anyway.",28,white,male,wikidata,llm,193000.0,5.285557309007774,1
2894,jstet_465838,Andrew Lincoln,,Andrew Lincoln,I don't feel that fear is a good incentive on a film set.,14,white,male,wikidata,llm,1440000.0,6.158362492095249,1
2895,jstet_431325,Andrew Scott,,Andrew Scott,I find any sort of acting that doesn't have any humor in it is mind-numbingly boring.,18,white,male,wikidata,llm,3200000.0,6.505149978319906,1
2898,jstet_491976,Andrew Stanton,,Andrew Stanton,I'm still craving approval from my parents. It took a lot of success for me to realize it was never coming. It's just not in their nature.,29,white,male,wikidata,llm,558000.0,5.746634198937579,2
2899,jstet_252771,Andrew Zimmern,,Andrew Zimmern,"Don't eat till you're full, eat till you're tired.",12,white,male,wikidata,wikidata,467000.0,5.669316880566112,1
2900,jstet_117298,Andy Beirsack,,Andy Beirsack,I'm an artist. I'm an artist and I'm going to make art! Art arty art art.,19,white,male,llm,llm,363000.0,5.559906625036112,1
2072,jstet_457426,Andy Garcia,,Andy Garcia,"They say a lot of women would like to see me naked, but there's not a lens long enough for that.",22,latino,male,wikidata,llm,2750000.0,6.439333,1
2574,jstet_434842,Angel Olsen,,Angel Olsen,"It's very important to enjoy time alone with yourself and just existing, because existence is kind of cool.",19,white,female,wikidata,llm,401000.0,5.603144372620182,1
1739,jstet_342366,Angela Bernabe,,Angela Bernabe,How do you learn if they don't make mistakes? It's good to make mistakes but not that many.,20,latino,female,wikidata,llm,7530.0,3.876794976200701,2
